HITId,HITTypeId,AssignmentId,WorkerId,WorkTimeInSeconds,Context,Number,Question,Clarity,Fluency,Grammatical,Present,Qgen
38EHZ67RIMS92NUOOK6NU7SPOCOMGK,3VILS635XFH12N8B5SYDK5XF0KNPS6,31N2WW6R9RQ4OLODYK1S47ESQ0D3FT,A1GKEEI844CEKI,224,"seasonal rainfall is concentrated in the warmest months from may through september, while the driest months are from november through april.",79,when are tucson 's warmest months?,4,3,TRUE,FALSE,TRUE
38EHZ67RIMS92NUOOK6NU7SPOCOMGK,3VILS635XFH12N8B5SYDK5XF0KNPS6,3HL8HNGX451Q3NDTFT22VKHEQSN9FG,A21AVVEQUEX7DA,305,"seasonal rainfall is concentrated in the warmest months from may through september, while the driest months are from november through april.",79,when are tucson 's warmest months?,4,5,TRUE,TRUE,TRUE
38EHZ67RIMS92NUOOK6NU7SPOCOMGK,3VILS635XFH12N8B5SYDK5XF0KNPS6,3OONKJ5DKCJ3XT5JCGZO9KLI6THBOE,A28A3HF3LSEIDT,395,"seasonal rainfall is concentrated in the warmest months from may through september, while the driest months are from november through april.",79,when are tucson 's warmest months?,4,4,TRUE,TRUE,TRUE
38EHZ67RIMS92NUOOK6NU7SPOCOMGK,3VILS635XFH12N8B5SYDK5XF0KNPS6,3X66WABAJWIA2LK8947AMSE4RFC3GR,A3NHMKVK98NY7I,360,"seasonal rainfall is concentrated in the warmest months from may through september, while the driest months are from november through april.",79,when are tucson 's warmest months?,2,2,TRUE,FALSE,TRUE
3EQPA8A374WJSWJ8BFHKZMGEV8NJZ2,3VILS635XFH12N8B5SYDK5XF0KNPS6,34S6N1K2ZVJ5IL58ZGTS3EKM61HLHN,A1V2H0UF94ATWY,491,"in 1854 at ballarat there was an armed rebellion against the government of victoria by miners protesting against mining taxes (the ""eureka stockade"").",175,when was there a armed protest at ballarat about mining taxes?,4,5,TRUE,TRUE,FALSE
3EQPA8A374WJSWJ8BFHKZMGEV8NJZ2,3VILS635XFH12N8B5SYDK5XF0KNPS6,382M9COHEHFWH110ITDN9YJSRCIEUU,A28A3HF3LSEIDT,363,"in 1854 at ballarat there was an armed rebellion against the government of victoria by miners protesting against mining taxes (the ""eureka stockade"").",175,when was there a armed protest at ballarat about mining taxes?,4,4,TRUE,TRUE,FALSE
3EQPA8A374WJSWJ8BFHKZMGEV8NJZ2,3VILS635XFH12N8B5SYDK5XF0KNPS6,3C6FJU71TQTUN6IRIUPHG1B89OMYUS,A11GWWAXRJQ6Y2,386,"in 1854 at ballarat there was an armed rebellion against the government of victoria by miners protesting against mining taxes (the ""eureka stockade"").",175,when was there a armed protest at ballarat about mining taxes?,4,4,TRUE,TRUE,FALSE
3EQPA8A374WJSWJ8BFHKZMGEV8NJZ2,3VILS635XFH12N8B5SYDK5XF0KNPS6,3OVHNO1VE618BUHASL1BK8GMTIVZDA,A1F1BIPJR11LSR,239,"in 1854 at ballarat there was an armed rebellion against the government of victoria by miners protesting against mining taxes (the ""eureka stockade"").",175,when was there a armed protest at ballarat about mining taxes?,5,4,TRUE,TRUE,FALSE
3ZCC2DXSD749IV421TG4V2M02ISYYK,3VILS635XFH12N8B5SYDK5XF0KNPS6,324G5B4FB38VS0AAXELXEH34P0A70Y,A28A3HF3LSEIDT,398,"his work in the formative years of electric power development was involved in a corporate alternating current/direct current ""war of currents"" as well as various patent battles.",65,what was the name of the war that led to electric power development?,4,4,TRUE,TRUE,TRUE
3ZCC2DXSD749IV421TG4V2M02ISYYK,3VILS635XFH12N8B5SYDK5XF0KNPS6,3I3WADAZ9Q418DOAB68B6YLQWXVO5Q,A11GWWAXRJQ6Y2,142,"his work in the formative years of electric power development was involved in a corporate alternating current/direct current ""war of currents"" as well as various patent battles.",65,what was the name of the war that led to electric power development?,4,3,TRUE,TRUE,TRUE
3ZCC2DXSD749IV421TG4V2M02ISYYK,3VILS635XFH12N8B5SYDK5XF0KNPS6,3LPW2N6LKT2WLI877SKK54DFEJI5UJ,A4W9APAHFWVLO,302,"his work in the formative years of electric power development was involved in a corporate alternating current/direct current ""war of currents"" as well as various patent battles.",65,what was the name of the war that led to electric power development?,2,3,TRUE,TRUE,TRUE
3ZCC2DXSD749IV421TG4V2M02ISYYK,3VILS635XFH12N8B5SYDK5XF0KNPS6,3OVHNO1VE618BUHASL1BK8GMTIWDZP,A1F1BIPJR11LSR,268,"his work in the formative years of electric power development was involved in a corporate alternating current/direct current ""war of currents"" as well as various patent battles.",65,what was the name of the war that led to electric power development?,5,5,TRUE,TRUE,TRUE
3R5LWXWHR08KWZTS2R8W5O8NVGAXGH,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,31LVTDXBL7AI7FJBVL5MHIMSTBRRL4,A2RR3R75ECQSKE,221,"the south florida/miami area has previously hosted the event 10 times (tied for most with new orleans), with the most recent one being super bowl xliv in 2010.",58,how many times has the south florida/miami been hosted?,2,2,FALSE,FALSE,TRUE
3R5LWXWHR08KWZTS2R8W5O8NVGAXGH,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,31T4R4OBOSGFMS5Q9UEH9I55YQI7C4,A2SBISQJE2ZPJQ,218,"the south florida/miami area has previously hosted the event 10 times (tied for most with new orleans), with the most recent one being super bowl xliv in 2010.",58,how many times has the south florida/miami been hosted?,4,3,FALSE,TRUE,TRUE
3R5LWXWHR08KWZTS2R8W5O8NVGAXGH,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3B3WTRP3DB262T1HRYNVB1NPHPV294,A15A09BRS1Q8W0,131,"the south florida/miami area has previously hosted the event 10 times (tied for most with new orleans), with the most recent one being super bowl xliv in 2010.",58,how many times has the south florida/miami been hosted?,2,2,FALSE,FALSE,TRUE
3R5LWXWHR08KWZTS2R8W5O8NVGAXGH,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3F0BG9B9MPNSPV6V5MW669XO1E17YD,A1NGXQMOBCXDC3,272,"the south florida/miami area has previously hosted the event 10 times (tied for most with new orleans), with the most recent one being super bowl xliv in 2010.",58,how many times has the south florida/miami been hosted?,5,3,TRUE,TRUE,TRUE
3NCN4N1H1GHJTO7DKZT96BQSDP8NB6,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,32AT8R96GL9XRK6IJOXSYFN7S44USQ,A15A09BRS1Q8W0,182,tesla gained experience in telephony and electrical engineering before emigrating to the united states in 1884 to work for thomas edison in new york city.,162,in what area of the united states did tesla move to?,5,5,TRUE,TRUE,FALSE
3NCN4N1H1GHJTO7DKZT96BQSDP8NB6,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,33ISQZVXPPMLY90M0BMSP4XJZ19CC2,A3SKEW89V5S0DI,384,tesla gained experience in telephony and electrical engineering before emigrating to the united states in 1884 to work for thomas edison in new york city.,162,in what area of the united states did tesla move to?,4,3,TRUE,TRUE,FALSE
3NCN4N1H1GHJTO7DKZT96BQSDP8NB6,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,35L9RVQFCOI81BS28ULTU1G5JTKUH2,A1MIR0TP081SKT,244,tesla gained experience in telephony and electrical engineering before emigrating to the united states in 1884 to work for thomas edison in new york city.,162,in what area of the united states did tesla move to?,5,5,TRUE,TRUE,FALSE
3NCN4N1H1GHJTO7DKZT96BQSDP8NB6,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3HHRAGRYX85K90QMEWLSIEQSIUPO9U,A1NGXQMOBCXDC3,174,tesla gained experience in telephony and electrical engineering before emigrating to the united states in 1884 to work for thomas edison in new york city.,162,in what area of the united states did tesla move to?,5,5,TRUE,TRUE,FALSE
3DQYSJDTYLBMCLX1WWI85LNBI0VXE0,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3FE7TXL1LINCUSI380YHXWDERPXQ2C,A1NGXQMOBCXDC3,170,concepts of this network influenced later arpanet architecture.,135,this network influenced  later models of,5,5,TRUE,TRUE,FALSE
3DQYSJDTYLBMCLX1WWI85LNBI0VXE0,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3L2IS5HSFAI0B7EDBSG6ZLD155VUND,A2WTDVHVVORNDU,383,concepts of this network influenced later arpanet architecture.,135,this network influenced  later models of,4,4,TRUE,TRUE,FALSE
3DQYSJDTYLBMCLX1WWI85LNBI0VXE0,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3Q8GYXHFEP20ZOR7L1ZKBYR97KNC5U,A2YYQJ3JWA2KGD,243,concepts of this network influenced later arpanet architecture.,135,this network influenced  later models of,1,1,FALSE,FALSE,FALSE
3DQYSJDTYLBMCLX1WWI85LNBI0VXE0,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3TS1AR6UQQEMP4P00W4IHOQ8V3C7FH,A1FGKIKJYSL1MI,289,concepts of this network influenced later arpanet architecture.,135,this network influenced  later models of,4,3,FALSE,TRUE,FALSE
3VMHWJRYHVGEIZXXR72EN38BU1AXFI,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,32VNZTT0A74M97CQPT65V1KH7PXR4C,AHV4U78TUUDKI,201,"in may 2000, the parliament was temporarily relocated to the former strathclyde regional council debating chamber in glasgow, and to the university of aberdeen in may 2002.",103,"in may 2002, where would you go to address the parliament?",5,4,TRUE,TRUE,FALSE
3VMHWJRYHVGEIZXXR72EN38BU1AXFI,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3GD6L00D3SXEKS2FX3RMB4J4PIP1MM,A15A09BRS1Q8W0,104,"in may 2000, the parliament was temporarily relocated to the former strathclyde regional council debating chamber in glasgow, and to the university of aberdeen in may 2002.",103,"in may 2002, where would you go to address the parliament?",5,5,TRUE,TRUE,FALSE
3VMHWJRYHVGEIZXXR72EN38BU1AXFI,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3X73LLYYQ1EV6L8TBT97G6OBBXSHNY,A3N7R7P9HP2YB6,171,"in may 2000, the parliament was temporarily relocated to the former strathclyde regional council debating chamber in glasgow, and to the university of aberdeen in may 2002.",103,"in may 2002, where would you go to address the parliament?",5,4,TRUE,TRUE,FALSE
3VMHWJRYHVGEIZXXR72EN38BU1AXFI,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3Z7VU45IPYHEJZ1YCSHGJ6FD4M5Z1Z,A1NGXQMOBCXDC3,173,"in may 2000, the parliament was temporarily relocated to the former strathclyde regional council debating chamber in glasgow, and to the university of aberdeen in may 2002.",103,"in may 2002, where would you go to address the parliament?",5,5,TRUE,TRUE,FALSE
3JHB4BPSFK9L8S58277UJZQ7U0T9Q6,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,34V1S5K3GS1UKUKIE0ZY1E41XUW96R,A1NGXQMOBCXDC3,183,"this shift has already commenced in some countries; for instance, pharmacists in australia receive remuneration from the australian government for conducting comprehensive home medicines reviews.",151,who pays australian pharmacists for doing home medicines reviews?,5,5,TRUE,TRUE,FALSE
3JHB4BPSFK9L8S58277UJZQ7U0T9Q6,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,379J5II41OGTYBE69FLMIBN9EM2ELF,A1IZ4NX41GKU4X,322,"this shift has already commenced in some countries; for instance, pharmacists in australia receive remuneration from the australian government for conducting comprehensive home medicines reviews.",151,who pays australian pharmacists for doing home medicines reviews?,5,5,TRUE,TRUE,FALSE
3JHB4BPSFK9L8S58277UJZQ7U0T9Q6,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,39ZSFO5CA8W4SHNSWUOE6EWKWLOUJ7,A14W0AXTJ3R19V,190,"this shift has already commenced in some countries; for instance, pharmacists in australia receive remuneration from the australian government for conducting comprehensive home medicines reviews.",151,who pays australian pharmacists for doing home medicines reviews?,4,4,TRUE,TRUE,FALSE
3JHB4BPSFK9L8S58277UJZQ7U0T9Q6,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3U5NZHP4LR2V96K6R8MZKVT6BCTHPU,AE03LUY7RH400,316,"this shift has already commenced in some countries; for instance, pharmacists in australia receive remuneration from the australian government for conducting comprehensive home medicines reviews.",151,who pays australian pharmacists for doing home medicines reviews?,4,4,TRUE,TRUE,FALSE
3XUSYT70IT19NPDQXPIHQPIF8HA0DG,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,33C7UALJVLYZZ30B32H36MI95DY18W,A3DZ46U9XRLVBI,293,"although many plants and factories can be found along the rhine up into switzerland, it is along the lower rhine that the bulk of them are concentrated, as the river passes the major cities of cologne, dusseldorf and duisburg.",113,where are a bulk of factories concentrated along the rhine?,5,5,TRUE,TRUE,FALSE
3XUSYT70IT19NPDQXPIHQPIF8HA0DG,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,33LK57MYLT5EDJ0SPBW0F72MUMHSZB,A1NOINYD1FZ55T,375,"although many plants and factories can be found along the rhine up into switzerland, it is along the lower rhine that the bulk of them are concentrated, as the river passes the major cities of cologne, dusseldorf and duisburg.",113,where are a bulk of factories concentrated along the rhine?,5,5,TRUE,TRUE,FALSE
3XUSYT70IT19NPDQXPIHQPIF8HA0DG,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3CFJTT4SXTQ6ZVRQ14A3KL30BV57I9,A1IZ4NX41GKU4X,219,"although many plants and factories can be found along the rhine up into switzerland, it is along the lower rhine that the bulk of them are concentrated, as the river passes the major cities of cologne, dusseldorf and duisburg.",113,where are a bulk of factories concentrated along the rhine?,5,5,TRUE,TRUE,FALSE
3XUSYT70IT19NPDQXPIHQPIF8HA0DG,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3ZAZR5XV01IY62BWSP6002Y48JXCZ3,A15A09BRS1Q8W0,343,"although many plants and factories can be found along the rhine up into switzerland, it is along the lower rhine that the bulk of them are concentrated, as the river passes the major cities of cologne, dusseldorf and duisburg.",113,where are a bulk of factories concentrated along the rhine?,4,5,TRUE,TRUE,FALSE
356TQKY9XFXBO5HJ1GSAJCE154J78H,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,32ZKVD547FNEB4CXTIFWLHN7B3XB3X,A1NGXQMOBCXDC3,278,"kublai originally named his eldest son, zhenjin, as the crown prince, but he died before kublai in 1285.",156,when did zhenjin die?,5,5,TRUE,TRUE,FALSE
356TQKY9XFXBO5HJ1GSAJCE154J78H,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3907X2AHF05RUGHO8NJSXRN4MTCP2L,A15A09BRS1Q8W0,157,"kublai originally named his eldest son, zhenjin, as the crown prince, but he died before kublai in 1285.",156,when did zhenjin die?,5,5,TRUE,FALSE,FALSE
356TQKY9XFXBO5HJ1GSAJCE154J78H,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3LYA37P8IQNK72K4EO7V2349MPIKBG,A3862RIFFUV141,307,"kublai originally named his eldest son, zhenjin, as the crown prince, but he died before kublai in 1285.",156,when did zhenjin die?,5,5,TRUE,TRUE,FALSE
356TQKY9XFXBO5HJ1GSAJCE154J78H,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3ZAK8W07I4EXQBM6AME8O9HOXCM0UA,A1IZ4NX41GKU4X,243,"kublai originally named his eldest son, zhenjin, as the crown prince, but he died before kublai in 1285.",156,when did zhenjin die?,5,5,TRUE,TRUE,FALSE
3RDTX9JRTY1B2A0T68YOJ89CPA1796,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,32UTUBMZ7GWYNDEGDSL24CFQ2NPBVT,A2V3P1XE33NYC3,302,"steam engines can be said to have been the moving force behind the industrial revolution and saw widespread commercial use driving machinery in factories, mills and mines; powering pumping stations; and propelling transport appliances such as railway locomotives, ships, steamboats and road vehicles.",153,"along with mills and mines, in what industrial locations did steam drive machines?",5,5,TRUE,TRUE,FALSE
3RDTX9JRTY1B2A0T68YOJ89CPA1796,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3B1NLC6UGZWH9APV724HZVH5WCIGPW,A15A09BRS1Q8W0,315,"steam engines can be said to have been the moving force behind the industrial revolution and saw widespread commercial use driving machinery in factories, mills and mines; powering pumping stations; and propelling transport appliances such as railway locomotives, ships, steamboats and road vehicles.",153,"along with mills and mines, in what industrial locations did steam drive machines?",5,5,TRUE,TRUE,FALSE
3RDTX9JRTY1B2A0T68YOJ89CPA1796,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3E1QT0TDFP9AZ9W9B929YLZVMFAI86,A1IZ4NX41GKU4X,257,"steam engines can be said to have been the moving force behind the industrial revolution and saw widespread commercial use driving machinery in factories, mills and mines; powering pumping stations; and propelling transport appliances such as railway locomotives, ships, steamboats and road vehicles.",153,"along with mills and mines, in what industrial locations did steam drive machines?",5,5,TRUE,TRUE,FALSE
3RDTX9JRTY1B2A0T68YOJ89CPA1796,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3P1L2B7AD1PFA2RV3TOINNHNIO6OLR,A1NGXQMOBCXDC3,311,"steam engines can be said to have been the moving force behind the industrial revolution and saw widespread commercial use driving machinery in factories, mills and mines; powering pumping stations; and propelling transport appliances such as railway locomotives, ships, steamboats and road vehicles.",153,"along with mills and mines, in what industrial locations did steam drive machines?",5,5,TRUE,TRUE,FALSE
3UQVX1UPFSHMKFFA00Y0U6RBBQL209,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,373ERPL3YO86QSRG4U7D39W9NODTR9,A1NGXQMOBCXDC3,249,"the panthers then blew out the arizona cardinals in the nfc championship game, 49 -- 15, racking up 487 yards and forcing seven turnovers.",127,who did the panthers play in their division championship game?,5,5,TRUE,TRUE,FALSE
3UQVX1UPFSHMKFFA00Y0U6RBBQL209,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3FE7TXL1LINCUSI380YHXWDERPZ2QQ,A15A09BRS1Q8W0,140,"the panthers then blew out the arizona cardinals in the nfc championship game, 49 -- 15, racking up 487 yards and forcing seven turnovers.",127,who did the panthers play in their division championship game?,5,5,TRUE,TRUE,FALSE
3UQVX1UPFSHMKFFA00Y0U6RBBQL209,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3TXWC2NHNZQZ7SIFLD212J0TFJUS9X,A1IZ4NX41GKU4X,282,"the panthers then blew out the arizona cardinals in the nfc championship game, 49 -- 15, racking up 487 yards and forcing seven turnovers.",127,who did the panthers play in their division championship game?,4,5,TRUE,TRUE,FALSE
3UQVX1UPFSHMKFFA00Y0U6RBBQL209,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3Z2R0DQ0JHENXPSYZ93H3FO08MDE2S,A1UH396UOK0X9Z,346,"the panthers then blew out the arizona cardinals in the nfc championship game, 49 -- 15, racking up 487 yards and forcing seven turnovers.",127,who did the panthers play in their division championship game?,5,5,TRUE,TRUE,FALSE
38G0E1M85M5BXSPSMHWVLICTODHUVB,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3A1PQ49WVHHSSE1466B9JZB88WNH1Q,A1DVKS3R9SLQ1H,363,"luther 's 1541 hymn ""christ unser herr zum jordan kam"" (""to jordan came the christ our lord"") reflects the structure and substance of his questions and answers concerning baptism in the small catechism.",54,"when did jesus 's ""christ"" translate to the saints?",1,1,FALSE,FALSE,TRUE
38G0E1M85M5BXSPSMHWVLICTODHUVB,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3JNQLM5FT4M13V2QGVQLGAEKHJAL2I,A3862RIFFUV141,270,"luther 's 1541 hymn ""christ unser herr zum jordan kam"" (""to jordan came the christ our lord"") reflects the structure and substance of his questions and answers concerning baptism in the small catechism.",54,"when did jesus 's ""christ"" translate to the saints?",3,4,TRUE,FALSE,TRUE
38G0E1M85M5BXSPSMHWVLICTODHUVB,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3MB8LZR5BFTWKB6G51WPG60EYJWLK4,A2VE5IV9OD2SK1,314,"luther 's 1541 hymn ""christ unser herr zum jordan kam"" (""to jordan came the christ our lord"") reflects the structure and substance of his questions and answers concerning baptism in the small catechism.",54,"when did jesus 's ""christ"" translate to the saints?",1,2,TRUE,FALSE,TRUE
38G0E1M85M5BXSPSMHWVLICTODHUVB,3MOP54T9IO9VASG0NDBCNQK89X7Y0M,3RGU30DZTA8LF9IJNSXSF4FQJZNJM6,A1IZ4NX41GKU4X,372,"luther 's 1541 hymn ""christ unser herr zum jordan kam"" (""to jordan came the christ our lord"") reflects the structure and substance of his questions and answers concerning baptism in the small catechism.",54,"when did jesus 's ""christ"" translate to the saints?",5,5,TRUE,FALSE,TRUE
33W1NHWFYHLD6ZFDN9VO1S3NTAETZH,3VILS635XFH12N8B5SYDK5XF0KNPS6,33PPO7FECVFMG4S0SHDPKDDWX5UDIS,A1F1BIPJR11LSR,199,"following a break for late local programming, cbs also aired a special episode of the late late show with james corden.",169,what followed the late local programming after super bowl 50?,4,3,TRUE,TRUE,FALSE
33W1NHWFYHLD6ZFDN9VO1S3NTAETZH,3VILS635XFH12N8B5SYDK5XF0KNPS6,3HWRJOOET52G2O9WTOINUX146FXESE,A21AVVEQUEX7DA,267,"following a break for late local programming, cbs also aired a special episode of the late late show with james corden.",169,what followed the late local programming after super bowl 50?,4,5,TRUE,TRUE,FALSE
33W1NHWFYHLD6ZFDN9VO1S3NTAETZH,3VILS635XFH12N8B5SYDK5XF0KNPS6,3NXNZ5RS1AXDOUYNXA4Q7S4XS4497C,A2QD7QFGCUNF5N,219,"following a break for late local programming, cbs also aired a special episode of the late late show with james corden.",169,what followed the late local programming after super bowl 50?,5,5,TRUE,TRUE,FALSE
33W1NHWFYHLD6ZFDN9VO1S3NTAETZH,3VILS635XFH12N8B5SYDK5XF0KNPS6,3R2UR8A0IAGAAW8KHCR6YHCAPW5OX0,AQD91RFHV1WNE,131,"following a break for late local programming, cbs also aired a special episode of the late late show with james corden.",169,what followed the late local programming after super bowl 50?,3,2,TRUE,TRUE,FALSE
3RWO3EJELH9IJB1YYHDC4OIERSGP1J,3VILS635XFH12N8B5SYDK5XF0KNPS6,3EA3QWIZ4IVTXTOXE7D4PHVI0RIITG,AQD91RFHV1WNE,386,"the dornbirner ach had to be diverted, too, and it now flows parallel to the canalized rhine into the lake.",7,where did the dornbirner ag originate?,2,3,TRUE,TRUE,TRUE
3RWO3EJELH9IJB1YYHDC4OIERSGP1J,3VILS635XFH12N8B5SYDK5XF0KNPS6,3ERET4BTVM91J957G4TZBX9JYO49KI,A3C3RLZKKHH1FC,400,"the dornbirner ach had to be diverted, too, and it now flows parallel to the canalized rhine into the lake.",7,where did the dornbirner ag originate?,4,4,TRUE,TRUE,TRUE
3RWO3EJELH9IJB1YYHDC4OIERSGP1J,3VILS635XFH12N8B5SYDK5XF0KNPS6,3FIJLY1B6U4BVAT0WIYZHAHTVW4PFQ,A1F1BIPJR11LSR,405,"the dornbirner ach had to be diverted, too, and it now flows parallel to the canalized rhine into the lake.",7,where did the dornbirner ag originate?,3,3,TRUE,FALSE,TRUE
3RWO3EJELH9IJB1YYHDC4OIERSGP1J,3VILS635XFH12N8B5SYDK5XF0KNPS6,3I7DHKZYGN0720BHC3PLJ4CC4W4F5V,A28A3HF3LSEIDT,382,"the dornbirner ach had to be diverted, too, and it now flows parallel to the canalized rhine into the lake.",7,where did the dornbirner ag originate?,4,4,TRUE,TRUE,TRUE
33QQ60S6ASIV4ROCJK860PM3UH2U0H,3VILS635XFH12N8B5SYDK5XF0KNPS6,31LM9EDVOLSRXR3JZTCSSJ4QOOLJNS,A11GWWAXRJQ6Y2,144,"many types of turing machines are used to define complexity classes, such as deterministic turing machines, probabilistic turing machines, non-deterministic turing machines, quantum turing machines, symmetric turing machines and alternating turing machines.",128,"in the determination of complexity classes, what are two examples of types of turing machines?",4,2,TRUE,TRUE,FALSE
33QQ60S6ASIV4ROCJK860PM3UH2U0H,3VILS635XFH12N8B5SYDK5XF0KNPS6,386CSBG1OZM0CT14V2AKN9UQ7TNQ6F,A1CSDIX05PK9V,223,"many types of turing machines are used to define complexity classes, such as deterministic turing machines, probabilistic turing machines, non-deterministic turing machines, quantum turing machines, symmetric turing machines and alternating turing machines.",128,"in the determination of complexity classes, what are two examples of types of turing machines?",4,4,TRUE,TRUE,FALSE
33QQ60S6ASIV4ROCJK860PM3UH2U0H,3VILS635XFH12N8B5SYDK5XF0KNPS6,3K3R2QNK8B3FM5AJAIX1HKIH0F29UF,A28A3HF3LSEIDT,354,"many types of turing machines are used to define complexity classes, such as deterministic turing machines, probabilistic turing machines, non-deterministic turing machines, quantum turing machines, symmetric turing machines and alternating turing machines.",128,"in the determination of complexity classes, what are two examples of types of turing machines?",4,4,TRUE,TRUE,FALSE
33QQ60S6ASIV4ROCJK860PM3UH2U0H,3VILS635XFH12N8B5SYDK5XF0KNPS6,3LYA37P8IQNK72K4EO7V2349MO7BKU,A2QD7QFGCUNF5N,219,"many types of turing machines are used to define complexity classes, such as deterministic turing machines, probabilistic turing machines, non-deterministic turing machines, quantum turing machines, symmetric turing machines and alternating turing machines.",128,"in the determination of complexity classes, what are two examples of types of turing machines?",3,3,TRUE,TRUE,FALSE
30Y6N4AHYPWXNJXPR21WALJ2H77RD3,3VILS635XFH12N8B5SYDK5XF0KNPS6,32Q90QCQ1SLIE5WOOF9L3BAUPLJEKW,AW0K78T4I2T72,333,some customers consider this to be more convenient and private method rather than traveling to a community drugstore where another customer might overhear about the drugs that they take.,10,what do some companies consider that they want to do?,2,3,TRUE,TRUE,TRUE
30Y6N4AHYPWXNJXPR21WALJ2H77RD3,3VILS635XFH12N8B5SYDK5XF0KNPS6,3MB8LZR5BFTWKB6G51WPG60EYIKLKQ,A3U21PUMQ6NGT2,369,some customers consider this to be more convenient and private method rather than traveling to a community drugstore where another customer might overhear about the drugs that they take.,10,what do some companies consider that they want to do?,2,2,FALSE,FALSE,TRUE
30Y6N4AHYPWXNJXPR21WALJ2H77RD3,3VILS635XFH12N8B5SYDK5XF0KNPS6,3P529IW9KYLL4PE24Q5S0T89QM3FLI,AOUMYCLO4I993,548,some customers consider this to be more convenient and private method rather than traveling to a community drugstore where another customer might overhear about the drugs that they take.,10,what do some companies consider that they want to do?,2,2,FALSE,FALSE,TRUE
30Y6N4AHYPWXNJXPR21WALJ2H77RD3,3VILS635XFH12N8B5SYDK5XF0KNPS6,3ZV9H2YQQD76Z7A8O9BS8V0SL333WR,A2QD7QFGCUNF5N,120,some customers consider this to be more convenient and private method rather than traveling to a community drugstore where another customer might overhear about the drugs that they take.,10,what do some companies consider that they want to do?,5,5,TRUE,FALSE,TRUE
3BDORL6HKKDNIRRBR66LQF1KW7VRC3,3VILS635XFH12N8B5SYDK5XF0KNPS6,37QW5D2ZRGMZTNZ5GLWN2N5IVCYS8S,A1F1BIPJR11LSR,523,"this decreed that it would be occupied by the allies, until 1935 and after that, it would be a demilitarised zone, with the german army forbidden to enter.",15,what did the allies call the german army to do?,3,3,TRUE,FALSE,TRUE
3BDORL6HKKDNIRRBR66LQF1KW7VRC3,3VILS635XFH12N8B5SYDK5XF0KNPS6,3H7XDTSHKCR7TJMWJOICRPP1P88GWC,A5LYLHG880ABE,155,"this decreed that it would be occupied by the allies, until 1935 and after that, it would be a demilitarised zone, with the german army forbidden to enter.",15,what did the allies call the german army to do?,3,3,TRUE,TRUE,TRUE
3BDORL6HKKDNIRRBR66LQF1KW7VRC3,3VILS635XFH12N8B5SYDK5XF0KNPS6,3WRFBPLXRAOGCD1UW8K5CCN1SRZ3N0,A21AVVEQUEX7DA,333,"this decreed that it would be occupied by the allies, until 1935 and after that, it would be a demilitarised zone, with the german army forbidden to enter.",15,what did the allies call the german army to do?,5,4,TRUE,TRUE,TRUE
3BDORL6HKKDNIRRBR66LQF1KW7VRC3,3VILS635XFH12N8B5SYDK5XF0KNPS6,3YWRV122CSZF80R95QRNHON6G9KU8B,A11GWWAXRJQ6Y2,122,"this decreed that it would be occupied by the allies, until 1935 and after that, it would be a demilitarised zone, with the german army forbidden to enter.",15,what did the allies call the german army to do?,3,2,TRUE,TRUE,TRUE
