HITId,HITTypeId,AssignmentId,WorkerId,WorkTimeInSeconds,Context,Input Number,Question,Answer,Clarity,Fluency,Grammatical,Present,Generated
3BVS8WK9Q0VRFNWMNJGH13UBRT9IBM,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3G2UL9A02DEQ6BWPZ31ENIDV2M4678,A610SH5RY1NG1,93,"in may 2000, the parliament was temporarily relocated to the former strathclyde regional council debating chamber in glasgow, and to the university of aberdeen in may 2002.",102,"in may 2002, where would you go to address the parliament?",university of aberdeen,5,5,TRUE,TRUE,FALSE
3BVS8WK9Q0VRFNWMNJGH13UBRT9IBM,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3L6L49WXW0XX4KESSMT2S0FLFP1454,AR1IWBDA7MC86,336,"in may 2000, the parliament was temporarily relocated to the former strathclyde regional council debating chamber in glasgow, and to the university of aberdeen in may 2002.",102,"in may 2002, where would you go to address the parliament?",university of aberdeen,5,5,TRUE,TRUE,FALSE
3BVS8WK9Q0VRFNWMNJGH13UBRT9IBM,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3OB0CAO74HPPIKC7IVIIXMMIFZTYH2,AU2NVT51E749C,248,"in may 2000, the parliament was temporarily relocated to the former strathclyde regional council debating chamber in glasgow, and to the university of aberdeen in may 2002.",102,"in may 2002, where would you go to address the parliament?",university of aberdeen,4,4,TRUE,TRUE,FALSE
3BVS8WK9Q0VRFNWMNJGH13UBRT9IBM,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3RXCAC0YIRPW3IQELL26D9MF7KDG87,A2VE5IV9OD2SK1,240,"in may 2000, the parliament was temporarily relocated to the former strathclyde regional council debating chamber in glasgow, and to the university of aberdeen in may 2002.",102,"in may 2002, where would you go to address the parliament?",university of aberdeen,5,5,TRUE,TRUE,FALSE
386659BNTLHFVUXEHWYMPNH6JN110R,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,31UV0MXWNQCRCRD7DBV6M1P4K73I5Y,A2FBT0BSFOV91D,287,"this shift has already commenced in some countries; for instance, pharmacists in australia receive remuneration from the australian government for conducting comprehensive home medicines reviews.",150,who pays australian pharmacists for doing home medicines reviews?,the australian government,5,5,TRUE,TRUE,FALSE
386659BNTLHFVUXEHWYMPNH6JN110R,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3DPNQGW4LLFTNOE6X537K6TLBKF46N,A610SH5RY1NG1,83,"this shift has already commenced in some countries; for instance, pharmacists in australia receive remuneration from the australian government for conducting comprehensive home medicines reviews.",150,who pays australian pharmacists for doing home medicines reviews?,the australian government,5,5,TRUE,TRUE,FALSE
386659BNTLHFVUXEHWYMPNH6JN110R,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3VW04L3ZLT6X45MCI3E2HU331JIXXO,A37WDOIQH6JM6V,228,"this shift has already commenced in some countries; for instance, pharmacists in australia receive remuneration from the australian government for conducting comprehensive home medicines reviews.",150,who pays australian pharmacists for doing home medicines reviews?,the australian government,5,5,TRUE,TRUE,FALSE
386659BNTLHFVUXEHWYMPNH6JN110R,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3ZGVPD4G6THFSJD7EB1QPCY8WNQZT2,A3696JXTRKL2FI,142,"this shift has already commenced in some countries; for instance, pharmacists in australia receive remuneration from the australian government for conducting comprehensive home medicines reviews.",150,who pays australian pharmacists for doing home medicines reviews?,the australian government,4,5,TRUE,TRUE,FALSE
3M4KL7H8KVNA95JTJLE3YORXWQN61X,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3QXNC7EIPIVZ6JY3CBJHSDUAK9709E,A3BI0AX5T5GVO3,239,"although many plants and factories can be found along the rhine up into switzerland, it is along the lower rhine that the bulk of them are concentrated, as the river passes the major cities of cologne, dã¼sseldorf and duisburg.",112,where are a bulk of factories concentrated along the rhine?,switzerland,4,4,TRUE,TRUE,FALSE
3M4KL7H8KVNA95JTJLE3YORXWQN61X,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3STRJBFXOWRK3OELEAYG2XAVSEEKT2,A37WDOIQH6JM6V,335,"although many plants and factories can be found along the rhine up into switzerland, it is along the lower rhine that the bulk of them are concentrated, as the river passes the major cities of cologne, dã¼sseldorf and duisburg.",112,where are a bulk of factories concentrated along the rhine?,switzerland,5,5,TRUE,FALSE,FALSE
3M4KL7H8KVNA95JTJLE3YORXWQN61X,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3X65QVEQI0NE1DUSDOFRSNN6TSKCLF,A610SH5RY1NG1,136,"although many plants and factories can be found along the rhine up into switzerland, it is along the lower rhine that the bulk of them are concentrated, as the river passes the major cities of cologne, dã¼sseldorf and duisburg.",112,where are a bulk of factories concentrated along the rhine?,switzerland,4,4,TRUE,TRUE,FALSE
3M4KL7H8KVNA95JTJLE3YORXWQN61X,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3YGXWBAF70HI35N77WGA66LV76N4CC,A4W9APAHFWVLO,257,"although many plants and factories can be found along the rhine up into switzerland, it is along the lower rhine that the bulk of them are concentrated, as the river passes the major cities of cologne, dã¼sseldorf and duisburg.",112,where are a bulk of factories concentrated along the rhine?,switzerland,3,4,TRUE,TRUE,FALSE
3WGZLY9VCHMR5EITSTVWJ4OXRIGD8G,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,30JNVC0OR9KG9ILLRL1OK0JGGQEHQK,A2J2P9JE374XCM,197,"kublai originally named his eldest son, zhenjin, as the crown prince, but he died before kublai in 1285.",155,when did zhenjin die?,before kublai in 1285,5,5,TRUE,TRUE,FALSE
3WGZLY9VCHMR5EITSTVWJ4OXRIGD8G,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,37WLF8U1WPQE1Q39IXQNRNIH8656KF,A3BI0AX5T5GVO3,47,"kublai originally named his eldest son, zhenjin, as the crown prince, but he died before kublai in 1285.",155,when did zhenjin die?,before kublai in 1285,4,4,TRUE,FALSE,FALSE
3WGZLY9VCHMR5EITSTVWJ4OXRIGD8G,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3IQ1VMJRYTKV7WWL4DGAHJ6NTVI9AD,A2LU259QPV1I4V,338,"kublai originally named his eldest son, zhenjin, as the crown prince, but he died before kublai in 1285.",155,when did zhenjin die?,before kublai in 1285,5,5,TRUE,TRUE,FALSE
3WGZLY9VCHMR5EITSTVWJ4OXRIGD8G,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3P4MQ7TPPXCJEZGA8BU230LJZD7BBL,A1FGKIKJYSL1MI,322,"kublai originally named his eldest son, zhenjin, as the crown prince, but he died before kublai in 1285.",155,when did zhenjin die?,before kublai in 1285,5,4,TRUE,TRUE,FALSE
3AA88CN98P3EYQFLXEFDMU7P46GKYE,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3300DTYQT2H4P8UJ1KTIZXM3OAIEQX,A1PUHCEBSOWETV,141,"steam engines can be said to have been the moving force behind the industrial revolution and saw widespread commercial use driving machinery in factories, mills and mines ; powering pumping stations ; and propelling transport appliances such as railway locomotives, ships, steamboats and road vehicles.",152,"along with mills and mines, in what industrial locations did steam drive machines?",factories,4,3,TRUE,TRUE,FALSE
3AA88CN98P3EYQFLXEFDMU7P46GKYE,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,354GIDR5ZB6HAPAQCF0OZ2THH5D002,A8TIL9U6YHG5,226,"steam engines can be said to have been the moving force behind the industrial revolution and saw widespread commercial use driving machinery in factories, mills and mines ; powering pumping stations ; and propelling transport appliances such as railway locomotives, ships, steamboats and road vehicles.",152,"along with mills and mines, in what industrial locations did steam drive machines?",factories,5,4,TRUE,TRUE,FALSE
3AA88CN98P3EYQFLXEFDMU7P46GKYE,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3H7Z272LX77XV23WIT1XCNMDSBZLP2,A610SH5RY1NG1,117,"steam engines can be said to have been the moving force behind the industrial revolution and saw widespread commercial use driving machinery in factories, mills and mines ; powering pumping stations ; and propelling transport appliances such as railway locomotives, ships, steamboats and road vehicles.",152,"along with mills and mines, in what industrial locations did steam drive machines?",factories,5,5,TRUE,TRUE,FALSE
3AA88CN98P3EYQFLXEFDMU7P46GKYE,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3U088ZLJVKTAIFBB5MT96X2LIARW0Z,A37WDOIQH6JM6V,351,"steam engines can be said to have been the moving force behind the industrial revolution and saw widespread commercial use driving machinery in factories, mills and mines ; powering pumping stations ; and propelling transport appliances such as railway locomotives, ships, steamboats and road vehicles.",152,"along with mills and mines, in what industrial locations did steam drive machines?",factories,5,5,TRUE,TRUE,FALSE
31MCUE39BKM8G1MEI218Y8JJOO43GO,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,35GCEFQ6I5OAT2FDZWVZ7ZUA2OFZ3N,A610SH5RY1NG1,114,"the panthers then blew out the arizona cardinals in the nfc championship game, 49 -- 15, racking up 487 yards and forcing seven turnovers.",126,who did the panthers play in their division championship game?,arizona cardinals,5,5,TRUE,TRUE,FALSE
31MCUE39BKM8G1MEI218Y8JJOO43GO,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,36V4Q8R5ZK021WMWIIH1C5RCXCBQM0,A2J2P9JE374XCM,171,"the panthers then blew out the arizona cardinals in the nfc championship game, 49 -- 15, racking up 487 yards and forcing seven turnovers.",126,who did the panthers play in their division championship game?,arizona cardinals,5,5,TRUE,TRUE,FALSE
31MCUE39BKM8G1MEI218Y8JJOO43GO,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3E7TUJ2EGCMT53ZXON7C7KETEYFD9J,A37WDOIQH6JM6V,273,"the panthers then blew out the arizona cardinals in the nfc championship game, 49 -- 15, racking up 487 yards and forcing seven turnovers.",126,who did the panthers play in their division championship game?,arizona cardinals,5,5,TRUE,TRUE,FALSE
31MCUE39BKM8G1MEI218Y8JJOO43GO,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3PH3VY7DJLX7K0H19G61CW570H8ZWS,A1NKBXOTZAI1YK,206,"the panthers then blew out the arizona cardinals in the nfc championship game, 49 -- 15, racking up 487 yards and forcing seven turnovers.",126,who did the panthers play in their division championship game?,arizona cardinals,5,5,TRUE,FALSE,FALSE
37SQU136V7OF2JIWDF2M3S0GOF711U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,37XITHEISW9P4BP5I8CNEZW5ZK9CR5,A8TIL9U6YHG5,364,"luther 's 1541 hymn ""christ unser herr zum jordan kam"" (""to jordan came the christ our lord"") reflects the structure and substance of his questions and answers concerning baptism in the small catechism.",53,what does luther's hymn christ unser herr zum jordan kam concern?,to jordan came the christ our lord,3,4,TRUE,TRUE,TRUE
37SQU136V7OF2JIWDF2M3S0GOF711U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3B3WTRP3DB262T1HRYNVB1NPH7T929,A1IZ4NX41GKU4X,327,"luther 's 1541 hymn ""christ unser herr zum jordan kam"" (""to jordan came the christ our lord"") reflects the structure and substance of his questions and answers concerning baptism in the small catechism.",53,what does luther's hymn christ unser herr zum jordan kam concern?,to jordan came the christ our lord,5,5,TRUE,TRUE,TRUE
37SQU136V7OF2JIWDF2M3S0GOF711U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3HPZF4IVNMTY1C1RW34HMVP227MYCR,A2LU259QPV1I4V,404,"luther 's 1541 hymn ""christ unser herr zum jordan kam"" (""to jordan came the christ our lord"") reflects the structure and substance of his questions and answers concerning baptism in the small catechism.",53,what does luther's hymn christ unser herr zum jordan kam concern?,to jordan came the christ our lord,1,1,FALSE,TRUE,TRUE
37SQU136V7OF2JIWDF2M3S0GOF711U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3K2755HG5S326DQAR974HG04HWADFB,AX8EX2QI5HIQQ,360,"luther 's 1541 hymn ""christ unser herr zum jordan kam"" (""to jordan came the christ our lord"") reflects the structure and substance of his questions and answers concerning baptism in the small catechism.",53,what does luther's hymn christ unser herr zum jordan kam concern?,to jordan came the christ our lord,3,4,TRUE,TRUE,TRUE
34OWYT6U3WH8RUHPPZ2LAXZL3T6I9C,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,304SM51WA34IVLXCJXGXTPVJ31SSB2,A3IR7DFEKLLLO,229,"this decreed that it would be occupied by the allies, until 1935 and after that, it would be a demilitarised zone, with the german army forbidden to enter.",114,"after 1935, who would be forbidden to enter rhineland?",german army,4,4,TRUE,TRUE,FALSE
34OWYT6U3WH8RUHPPZ2LAXZL3T6I9C,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,33PPUNGG3852C40FAMWVPXXQ82UZRQ,AM0JKZVOEOTMA,376,"this decreed that it would be occupied by the allies, until 1935 and after that, it would be a demilitarised zone, with the german army forbidden to enter.",114,"after 1935, who would be forbidden to enter rhineland?",german army,5,5,TRUE,TRUE,FALSE
34OWYT6U3WH8RUHPPZ2LAXZL3T6I9C,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3W92K5RLWUHWYXX7CIUP1QFYS915VK,A3BI0AX5T5GVO3,145,"this decreed that it would be occupied by the allies, until 1935 and after that, it would be a demilitarised zone, with the german army forbidden to enter.",114,"after 1935, who would be forbidden to enter rhineland?",german army,3,4,TRUE,FALSE,FALSE
34OWYT6U3WH8RUHPPZ2LAXZL3T6I9C,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3ZDAD0O1T1DQNODSDTD5SRIXONUXT5,A610SH5RY1NG1,172,"this decreed that it would be occupied by the allies, until 1935 and after that, it would be a demilitarised zone, with the german army forbidden to enter.",114,"after 1935, who would be forbidden to enter rhineland?",german army,5,5,TRUE,TRUE,FALSE
341H3G5YF0ECQQIMP77EHH1IW2E0ZF,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,323Q6SJS8IGJITVCD5QU81F29O3FHM,A610SH5RY1NG1,111,"in 2006, unicef estimated that up to 30% of girls in the coastal areas of malindi, mombasa, kilifi, and diani were subject to prostitution.",123,what percent of girls are in prostution in kenyas coastal areas?,up to 30%,3,4,TRUE,FALSE,FALSE
341H3G5YF0ECQQIMP77EHH1IW2E0ZF,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3A1PQ49WVHHSSE1466B9JZB88EKH1N,A8TIL9U6YHG5,213,"in 2006, unicef estimated that up to 30% of girls in the coastal areas of malindi, mombasa, kilifi, and diani were subject to prostitution.",123,what percent of girls are in prostution in kenyas coastal areas?,up to 30%,5,5,TRUE,TRUE,FALSE
341H3G5YF0ECQQIMP77EHH1IW2E0ZF,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3A1PQ49WVHHSSE1466B9JZB88EL1H8,A3BI0AX5T5GVO3,121,"in 2006, unicef estimated that up to 30% of girls in the coastal areas of malindi, mombasa, kilifi, and diani were subject to prostitution.",123,what percent of girls are in prostution in kenyas coastal areas?,up to 30%,4,3,TRUE,TRUE,FALSE
341H3G5YF0ECQQIMP77EHH1IW2E0ZF,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3RANCT1ZVFHYAYPG82BX8QD7OYDUBK,A2J2P9JE374XCM,384,"in 2006, unicef estimated that up to 30% of girls in the coastal areas of malindi, mombasa, kilifi, and diani were subject to prostitution.",123,what percent of girls are in prostution in kenyas coastal areas?,up to 30%,5,5,TRUE,TRUE,FALSE
3BS6ERDL937410Z5ZEYYZQS6LNQD6U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3EJJQNKU9R5GLJ0L40QOPQTLCCHHRM,A1IZ4NX41GKU4X,246,"he tried to put these ideas to practical use in an ill-fated attempt at intercontinental wireless transmission, his unfinished wardenclyffe tower project.",4,where was his unfinished project called?,wardenclyffe,5,5,TRUE,TRUE,TRUE
3BS6ERDL937410Z5ZEYYZQS6LNQD6U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3F6HPJW4JD0HEPEPK9XNPLV0F8BW2J,A3BI0AX5T5GVO3,197,"he tried to put these ideas to practical use in an ill-fated attempt at intercontinental wireless transmission, his unfinished wardenclyffe tower project.",4,where was his unfinished project called?,wardenclyffe,4,5,TRUE,TRUE,TRUE
3BS6ERDL937410Z5ZEYYZQS6LNQD6U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3Z7ISHFUH0VWUZLJBDQVYG2LIA68ZN,A2YBZFSUD5OP7W,279,"he tried to put these ideas to practical use in an ill-fated attempt at intercontinental wireless transmission, his unfinished wardenclyffe tower project.",4,where was his unfinished project called?,wardenclyffe,4,3,FALSE,TRUE,TRUE
3BS6ERDL937410Z5ZEYYZQS6LNQD6U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3ZR9AIQJUB9Y9DSRVGNQB5JUYHR04G,A610SH5RY1NG1,137,"he tried to put these ideas to practical use in an ill-fated attempt at intercontinental wireless transmission, his unfinished wardenclyffe tower project.",4,where was his unfinished project called?,wardenclyffe,5,5,TRUE,TRUE,TRUE
3538U0YQ1FU221QJ7IVQGNJ7N943FP,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,386CSBG1OZM0CT14V2AKN9UQ7CW6Q6,A3696JXTRKL2FI,292,"on june 4, 2014, the nfl announced that the practice of branding super bowl games with roman numerals, a practice established at super bowl v, would be temporarily suspended, and that the game would be named using arabic numerals as super bowl 50 as opposed to super bowl l.",0,"if roman numerals were used in the naming of the 50th super bowl, which one would have been used?",arabic numerals as super bowl 50,2,2,FALSE,TRUE,TRUE
3538U0YQ1FU221QJ7IVQGNJ7N943FP,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3A0EX8ZRN8OFR79LI38MBBJKKMOYBM,A2VE5IV9OD2SK1,186,"on june 4, 2014, the nfl announced that the practice of branding super bowl games with roman numerals, a practice established at super bowl v, would be temporarily suspended, and that the game would be named using arabic numerals as super bowl 50 as opposed to super bowl l.",0,"if roman numerals were used in the naming of the 50th super bowl, which one would have been used?",arabic numerals as super bowl 50,5,5,TRUE,TRUE,TRUE
3538U0YQ1FU221QJ7IVQGNJ7N943FP,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3EG49X351UCKLQ2GHG5CHHQJ4FHX6S,A1Z6F6EIUJFC6T,148,"on june 4, 2014, the nfl announced that the practice of branding super bowl games with roman numerals, a practice established at super bowl v, would be temporarily suspended, and that the game would be named using arabic numerals as super bowl 50 as opposed to super bowl l.",0,"if roman numerals were used in the naming of the 50th super bowl, which one would have been used?",arabic numerals as super bowl 50,4,3,TRUE,FALSE,TRUE
3538U0YQ1FU221QJ7IVQGNJ7N943FP,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3HQUKB7LNFE3WPMI8VEUBMRFP3GHHM,A37WDOIQH6JM6V,272,"on june 4, 2014, the nfl announced that the practice of branding super bowl games with roman numerals, a practice established at super bowl v, would be temporarily suspended, and that the game would be named using arabic numerals as super bowl 50 as opposed to super bowl l.",0,"if roman numerals were used in the naming of the 50th super bowl, which one would have been used?",arabic numerals as super bowl 50,2,2,FALSE,TRUE,TRUE
3D06DR5225J8SWHL2KEDYLHMQK8AMZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,337RC3OW052A0M0S45AWIFBVEZZVLW,A1Z6F6EIUJFC6T,213,"packet switching contrasts with another principal networking paradigm, circuit switching, a method which pre-allocates dedicated network bandwidth specifically for each communication session, each having a constant bit rate and latency between nodes.",30,how is circuit switching allocated,pre-allocates dedicated network bandwidth specifically for each communication session,4,4,TRUE,TRUE,TRUE
3D06DR5225J8SWHL2KEDYLHMQK8AMZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3C6FJU71TQTUN6IRIUPHG1B897VYU3,A3BI0AX5T5GVO3,151,"packet switching contrasts with another principal networking paradigm, circuit switching, a method which pre-allocates dedicated network bandwidth specifically for each communication session, each having a constant bit rate and latency between nodes.",30,how is circuit switching allocated,pre-allocates dedicated network bandwidth specifically for each communication session,3,3,TRUE,TRUE,TRUE
3D06DR5225J8SWHL2KEDYLHMQK8AMZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3IJXV6UZ1XJGHEB5AI89P2U0CPTRIM,A2J2P9JE374XCM,138,"packet switching contrasts with another principal networking paradigm, circuit switching, a method which pre-allocates dedicated network bandwidth specifically for each communication session, each having a constant bit rate and latency between nodes.",30,how is circuit switching allocated,pre-allocates dedicated network bandwidth specifically for each communication session,5,5,TRUE,TRUE,TRUE
3D06DR5225J8SWHL2KEDYLHMQK8AMZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3QL2OFSM96I4PDXDP1V65FRVYNKNCS,A23S6QOSZH9TMT,392,"packet switching contrasts with another principal networking paradigm, circuit switching, a method which pre-allocates dedicated network bandwidth specifically for each communication session, each having a constant bit rate and latency between nodes.",30,how is circuit switching allocated,pre-allocates dedicated network bandwidth specifically for each communication session,4,3,FALSE,TRUE,TRUE
3QGTX7BCHP2BLX4NMDDQYCX9DAP5Z5,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,35H6S234SA0BJ7I6BAMHPYZZBGA65U,A3696JXTRKL2FI,300,philo incorrectly surmised that parts of the air in the vessel were converted into the classical element fire and thus were able to escape through pores in the glass.,188,what did philo incorrectly assume that the air became?,fire,4,4,TRUE,TRUE,FALSE
3QGTX7BCHP2BLX4NMDDQYCX9DAP5Z5,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,39N5ACM9HEN2U02NTWY77EVISHG9PR,A26TY8FHMJ183C,252,philo incorrectly surmised that parts of the air in the vessel were converted into the classical element fire and thus were able to escape through pores in the glass.,188,what did philo incorrectly assume that the air became?,fire,5,5,TRUE,TRUE,FALSE
3QGTX7BCHP2BLX4NMDDQYCX9DAP5Z5,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3BWI6RSP7G9UJQP45LKCZ658JKT7EV,A2LU259QPV1I4V,376,philo incorrectly surmised that parts of the air in the vessel were converted into the classical element fire and thus were able to escape through pores in the glass.,188,what did philo incorrectly assume that the air became?,fire,5,5,TRUE,TRUE,FALSE
3QGTX7BCHP2BLX4NMDDQYCX9DAP5Z5,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3CFVK00FWLLPLWLR3X2O6NVWX6A6LI,A3BI0AX5T5GVO3,111,philo incorrectly surmised that parts of the air in the vessel were converted into the classical element fire and thus were able to escape through pores in the glass.,188,what did philo incorrectly assume that the air became?,fire,4,3,TRUE,TRUE,FALSE
3NI0WFPPI9GA2GYBN2A3KJ8NRYH60U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,34PGFRQONOBHKLCXRU3FO2HHHJXJWT,A1Z6F6EIUJFC6T,266,"he was supposedly killed with poison by el temür, and tugh temür then remounted the throne.",38,who took the throne after kusala's death?,"el temür, and tugh temür",4,3,TRUE,TRUE,TRUE
3NI0WFPPI9GA2GYBN2A3KJ8NRYH60U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3CN4LGXD5XOV68OC3OYZ3XDEAU74YM,A3696JXTRKL2FI,284,"he was supposedly killed with poison by el temür, and tugh temür then remounted the throne.",38,who took the throne after kusala's death?,"el temür, and tugh temür",2,2,FALSE,TRUE,TRUE
3NI0WFPPI9GA2GYBN2A3KJ8NRYH60U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3N2BF7Y2VQUPO3NTZSU73RZB6PFMH0,A610SH5RY1NG1,122,"he was supposedly killed with poison by el temür, and tugh temür then remounted the throne.",38,who took the throne after kusala's death?,"el temür, and tugh temür",2,2,FALSE,FALSE,TRUE
3NI0WFPPI9GA2GYBN2A3KJ8NRYH60U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3QUO65DNQUOITSEPC7GJEAD6VXUUOM,A8TIL9U6YHG5,400,"he was supposedly killed with poison by el temür, and tugh temür then remounted the throne.",38,who took the throne after kusala's death?,"el temür, and tugh temür",5,5,TRUE,TRUE,TRUE
3N5YJ55YXG3EAE2LELTDB06MVAIANZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3HRMW88U16QED3HX1KNMXZ0UK8E0MD,A8TIL9U6YHG5,276,"tesla's father, in a moment of despair, promised to send him to the best engineering school if he recovered from the illness (his father had originally wanted him to enter the priesthood).",90,what was tesla's father's original plans for tesla?,to enter the priesthood,5,5,TRUE,TRUE,TRUE
3N5YJ55YXG3EAE2LELTDB06MVAIANZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3IAEQB9FMEK4HZC5HYH4L4M4CZZDW8,A610SH5RY1NG1,182,"tesla's father, in a moment of despair, promised to send him to the best engineering school if he recovered from the illness (his father had originally wanted him to enter the priesthood).",90,what was tesla's father's original plans for tesla?,to enter the priesthood,5,5,TRUE,TRUE,TRUE
3N5YJ55YXG3EAE2LELTDB06MVAIANZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3IFS6Q0HJIJSITBIP78EFCZWYRCSIB,A2LU259QPV1I4V,357,"tesla's father, in a moment of despair, promised to send him to the best engineering school if he recovered from the illness (his father had originally wanted him to enter the priesthood).",90,what was tesla's father's original plans for tesla?,to enter the priesthood,4,4,TRUE,TRUE,TRUE
3N5YJ55YXG3EAE2LELTDB06MVAIANZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3X87C8JFV6B5ZRZ12FDNOEQIP1TQSC,A23S6QOSZH9TMT,281,"tesla's father, in a moment of despair, promised to send him to the best engineering school if he recovered from the illness (his father had originally wanted him to enter the priesthood).",90,what was tesla's father's original plans for tesla?,to enter the priesthood,5,5,TRUE,TRUE,TRUE
3BO3NEOQM0HMWDRUH5GL6SA59BOIAR,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3K3R2QNK8B3FM5AJAIX1HKIH0Y89UN,A2TT6FAIWFD25N,169,"japanese imports, primarily the toyota corona, the toyota corolla, the datsun b210, the datsun 510, the honda civic, the mitsubishi galant (a captive import from chrysler sold as the dodge colt), the subaru dl, and later the honda accord all had four cylinder engines that were more fuel efficient than the typical american v8 and six cylinder engines.",63,which country's cars became more highly sought after as they were more fuel efficient?,honda,2,2,FALSE,FALSE,TRUE
3BO3NEOQM0HMWDRUH5GL6SA59BOIAR,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3L4D84MILZSZNVH8WVHFNZ7U2VJJHS,A1Z6F6EIUJFC6T,151,"japanese imports, primarily the toyota corona, the toyota corolla, the datsun b210, the datsun 510, the honda civic, the mitsubishi galant (a captive import from chrysler sold as the dodge colt), the subaru dl, and later the honda accord all had four cylinder engines that were more fuel efficient than the typical american v8 and six cylinder engines.",63,which country's cars became more highly sought after as they were more fuel efficient?,honda,2,3,FALSE,TRUE,TRUE
3BO3NEOQM0HMWDRUH5GL6SA59BOIAR,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3OS4RQUCR9F9RGSQDDGYMQC4EBWFB4,A2541C8MY0BYV3,216,"japanese imports, primarily the toyota corona, the toyota corolla, the datsun b210, the datsun 510, the honda civic, the mitsubishi galant (a captive import from chrysler sold as the dodge colt), the subaru dl, and later the honda accord all had four cylinder engines that were more fuel efficient than the typical american v8 and six cylinder engines.",63,which country's cars became more highly sought after as they were more fuel efficient?,honda,2,1,FALSE,TRUE,TRUE
3BO3NEOQM0HMWDRUH5GL6SA59BOIAR,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3PEIJLRY6TTIF5HM8YIGFBPWSHCXWV,A3BI0AX5T5GVO3,186,"japanese imports, primarily the toyota corona, the toyota corolla, the datsun b210, the datsun 510, the honda civic, the mitsubishi galant (a captive import from chrysler sold as the dodge colt), the subaru dl, and later the honda accord all had four cylinder engines that were more fuel efficient than the typical american v8 and six cylinder engines.",63,which country's cars became more highly sought after as they were more fuel efficient?,honda,5,4,TRUE,TRUE,TRUE
