ANNOT_ID,Q_ID,NONSENSE,SENTS_INDICES,N_SENTS,SKILLS,SKILL_COUNTS,Q_STR_2
3_Music and Society_7,18,False,"[[170, 208]]",1,5,"[0, 8, 2, 11, 9]",Why was electronic music 
3_Music and Society_7,18,False,"[[170, 208]]",1,5,"[0, 8, 2, 11, 9]",Why was electronic music 
3_Music and Society_7,18,False,"[[170, 208]]",1,5,"[0, 8, 2, 11, 9]",Why was electronic music 
3_Music and Society_7,18,False,"[[170, 208]]",1,5,"[0, 8, 2, 11, 9]",Why was electronic music 
3_Music and Society_7,19,False,"[[943, 964], [816, 902], [1287, 1333], [1015, 1080], [1092, 1150]]",5,10,"[0, 2, 3, 4, 6, 7, 8, 9, 11, 12]",Which of the following
3_Music and Society_7,19,False,"[[943, 964], [816, 902], [1287, 1333], [1015, 1080], [1092, 1150]]",5,10,"[0, 2, 3, 4, 6, 7, 8, 9, 11, 12]",Which of the following
3_Music and Society_7,19,False,"[[943, 964], [816, 902], [1287, 1333], [1015, 1080], [1092, 1150]]",5,10,"[0, 2, 3, 4, 6, 7, 8, 9, 11, 12]",Which of the following
3_Music and Society_7,19,False,"[[943, 964], [816, 902], [1287, 1333], [1015, 1080], [1092, 1150]]",5,10,"[0, 2, 3, 4, 6, 7, 8, 9, 11, 12]",Which of the following
3_Music and Society_7,19,False,"[[943, 964], [816, 902], [1287, 1333], [1015, 1080], [1092, 1150]]",5,10,"[0, 2, 3, 4, 6, 7, 8, 9, 11, 12]",Which of the following
3_Music and Society_7,20,False,"[[272, 294]]",1,4,"[8, 9, 3, 12]",Why did European com
3_Music and Society_7,20,False,"[[272, 294]]",1,4,"[8, 9, 3, 12]",Why did European com
3_Music and Society_7,20,False,"[[272, 294]]",1,4,"[8, 9, 3, 12]",Why did European com
3_Music and Society_7,20,False,"[[272, 294]]",1,4,"[8, 9, 3, 12]",Why did European com
3_Music and Society_7,20,False,"[[272, 294]]",1,4,"[8, 9, 3, 12]",Why did European com
3_Music and Society_8,7,False,"[[570, 618]]",1,6,"[0, 2, 8, 9, 11, 12]",Why is the analysis work of 
3_Music and Society_8,7,False,"[[570, 618]]",1,6,"[0, 2, 8, 9, 11, 12]",Why is the analysis work of 
3_Music and Society_8,7,False,"[[570, 618]]",1,6,"[0, 2, 8, 9, 11, 12]",Why is the analysis work of 
3_Music and Society_8,7,False,"[[570, 618]]",1,6,"[0, 2, 8, 9, 11, 12]",Why is the analysis work of 
3_Music and Society_8,7,False,"[[570, 618]]",1,6,"[0, 2, 8, 9, 11, 12]",Why is the analysis work of 
3_Music and Society_8,11,False,"[[14, 245]]",1,10,"[0, 2, 3, 5, 6, 7, 8, 9, 11, 12]",What was the main form of musical
3_Music and Society_8,11,False,"[[14, 245]]",1,10,"[0, 2, 3, 5, 6, 7, 8, 9, 11, 12]",What was the main form of musical
3_Music and Society_8,11,False,"[[14, 245]]",1,10,"[0, 2, 3, 5, 6, 7, 8, 9, 11, 12]",What was the main form of musical
3_Music and Society_8,11,False,"[[14, 245]]",1,10,"[0, 2, 3, 5, 6, 7, 8, 9, 11, 12]",What was the main form of musical
3_Music and Society_8,11,False,"[[14, 245]]",1,10,"[0, 2, 3, 5, 6, 7, 8, 9, 11, 12]",What was the main form of musical
3_Music and Society_8,13,False,"[[395, 429]]",1,5,"[8, 9, 3, 12, 6]",What is the aim of the 19th-cent
3_Music and Society_8,13,False,"[[395, 429]]",1,5,"[8, 9, 3, 12, 6]",What is the aim of the 19th-cent
3_Music and Society_8,13,False,"[[395, 429]]",1,5,"[8, 9, 3, 12, 6]",What is the aim of the 19th-cent
3_Music and Society_8,13,False,"[[395, 429]]",1,5,"[8, 9, 3, 12, 6]",What is the aim of the 19th-cent
3_Music and Society_8,13,False,"[[395, 429]]",1,5,"[8, 9, 3, 12, 6]",What is the aim of the 19th-cent
3_Music and Society_8,15,False,"[[737, 773]]",1,4,"[8, 9, 2, 11]",Name a criticism of m
3_Music and Society_8,15,False,"[[737, 773]]",1,4,"[8, 9, 2, 11]",Name a criticism of m
3_Music and Society_8,15,False,"[[737, 773]]",1,4,"[8, 9, 2, 11]",Name a criticism of m
3_Music and Society_8,15,False,"[[737, 773]]",1,4,"[8, 9, 2, 11]",Name a criticism of m
3_Music and Society_8,15,False,"[[737, 773]]",1,4,"[8, 9, 2, 11]",Name a criticism of m
3_Music and Society_8,19,False,"[[224, 245]]",1,1,[2],When did E.T.A. Hoffmann write
3_Music and Society_8,19,False,"[[224, 245]]",1,1,[2],When did E.T.A. Hoffmann write
3_Music and Society_8,19,False,"[[224, 245]]",1,1,[2],When did E.T.A. Hoffmann write
3_Music and Society_8,19,False,"[[224, 245]]",1,1,[2],When did E.T.A. Hoffmann write
3_Music and Society_8,19,False,"[[224, 245]]",1,1,[2],When did E.T.A. Hoffmann write
2_Climate Change_9,2,False,"[[293, 324]]",1,5,"[8, 1, 11, 12, 9]",What is the main source of greenho
2_Climate Change_9,2,False,"[[293, 324]]",1,5,"[8, 1, 11, 12, 9]",What is the main source of greenho
2_Climate Change_9,2,False,"[[293, 324]]",1,5,"[8, 1, 11, 12, 9]",What is the main source of greenho
2_Climate Change_9,2,False,"[[293, 324]]",1,5,"[8, 1, 11, 12, 9]",What is the main source of greenho
2_Climate Change_9,2,False,"[[293, 324]]",1,5,"[8, 1, 11, 12, 9]",What is the main source of greenho
2_Climate Change_9,10,False,"[[72, 102]]",1,6,"[2, 3, 8, 9, 11, 12]",What consequence would a drop
2_Climate Change_9,10,False,"[[72, 102]]",1,6,"[2, 3, 8, 9, 11, 12]",What consequence would a drop
2_Climate Change_9,10,False,"[[72, 102]]",1,6,"[2, 3, 8, 9, 11, 12]",What consequence would a drop
2_Climate Change_9,10,False,"[[72, 102]]",1,6,"[2, 3, 8, 9, 11, 12]",What consequence would a drop
2_Climate Change_9,10,False,"[[72, 102]]",1,6,"[2, 3, 8, 9, 11, 12]",What consequence would a drop
2_Climate Change_9,15,False,"[[72, 102]]",1,6,"[2, 3, 8, 9, 11, 12]",What consequence would a drop
2_Climate Change_9,15,False,"[[72, 102]]",1,6,"[2, 3, 8, 9, 11, 12]",What consequence would a drop
2_Climate Change_9,15,False,"[[72, 102]]",1,6,"[2, 3, 8, 9, 11, 12]",What consequence would a drop
2_Climate Change_9,15,False,"[[72, 102]]",1,6,"[2, 3, 8, 9, 11, 12]",What consequence would a drop
2_Climate Change_9,15,False,"[[72, 102]]",1,6,"[2, 3, 8, 9, 11, 12]",What consequence would a drop
2_Climate Change_9,12,False,"[[1209, 1282]]",1,8,"[2, 3, 4, 6, 8, 9, 11, 12]",What places are suggested for burying 
2_Climate Change_9,12,False,"[[1209, 1282]]",1,8,"[2, 3, 4, 6, 8, 9, 11, 12]",What places are suggested for burying 
2_Climate Change_9,12,False,"[[1209, 1282]]",1,8,"[2, 3, 4, 6, 8, 9, 11, 12]",What places are suggested for burying 
2_Climate Change_9,12,False,"[[1209, 1282]]",1,8,"[2, 3, 4, 6, 8, 9, 11, 12]",What places are suggested for burying 
2_Climate Change_9,12,False,"[[1209, 1282]]",1,8,"[2, 3, 4, 6, 8, 9, 11, 12]",What places are suggested for burying 
2_Climate Change_9,13,False,"[[1209, 1282]]",1,8,"[2, 3, 4, 6, 8, 9, 11, 12]",What places are suggested for burying 
2_Climate Change_9,13,False,"[[1209, 1282]]",1,8,"[2, 3, 4, 6, 8, 9, 11, 12]",What places are suggested for burying 
2_Climate Change_9,13,False,"[[1209, 1282]]",1,8,"[2, 3, 4, 6, 8, 9, 11, 12]",What places are suggested for burying 
2_Climate Change_9,13,False,"[[1209, 1282]]",1,8,"[2, 3, 4, 6, 8, 9, 11, 12]",What places are suggested for burying 
2_Climate Change_9,13,False,"[[1209, 1282]]",1,8,"[2, 3, 4, 6, 8, 9, 11, 12]",What places are suggested for burying 
2_Climate Change_9,10,False,"[[72, 102]]",1,6,"[2, 3, 8, 9, 11, 12]",What consequence would a drop
2_Climate Change_9,10,False,"[[72, 102]]",1,6,"[2, 3, 8, 9, 11, 12]",What consequence would a drop
2_Climate Change_9,10,False,"[[72, 102]]",1,6,"[2, 3, 8, 9, 11, 12]",What consequence would a drop
2_Climate Change_9,10,False,"[[72, 102]]",1,6,"[2, 3, 8, 9, 11, 12]",What consequence would a drop
2_Climate Change_9,10,False,"[[72, 102]]",1,6,"[2, 3, 8, 9, 11, 12]",What consequence would a drop
2_Climate Change_9,15,False,"[[72, 102]]",1,6,"[2, 3, 8, 9, 11, 12]",What consequence would a drop
2_Climate Change_9,15,False,"[[72, 102]]",1,6,"[2, 3, 8, 9, 11, 12]",What consequence would a drop
2_Climate Change_9,15,False,"[[72, 102]]",1,6,"[2, 3, 8, 9, 11, 12]",What consequence would a drop
2_Climate Change_9,15,False,"[[72, 102]]",1,6,"[2, 3, 8, 9, 11, 12]",What consequence would a drop
2_Climate Change_9,15,False,"[[72, 102]]",1,6,"[2, 3, 8, 9, 11, 12]",What consequence would a drop
2_Climate Change_9,17,False,"[[1009, 1045]]",1,6,"[2, 6, 8, 9, 11, 12]",What will essentially make a signifi
2_Climate Change_9,17,False,"[[1009, 1045]]",1,6,"[2, 6, 8, 9, 11, 12]",What will essentially make a signifi
2_Climate Change_9,17,False,"[[1009, 1045]]",1,6,"[2, 6, 8, 9, 11, 12]",What will essentially make a signifi
2_Climate Change_9,17,False,"[[1009, 1045]]",1,6,"[2, 6, 8, 9, 11, 12]",What will essentially make a signifi
2_Climate Change_9,17,False,"[[1009, 1045]]",1,6,"[2, 6, 8, 9, 11, 12]",What will essentially make a signifi
2_Climate Change_9,18,False,"[[102, 202]]",1,10,"[0, 2, 3, 4, 6, 7, 8, 9, 11, 12]",Which problem is similar 
2_Climate Change_9,18,False,"[[102, 202]]",1,10,"[0, 2, 3, 4, 6, 7, 8, 9, 11, 12]",Which problem is similar 
2_Climate Change_9,18,False,"[[102, 202]]",1,10,"[0, 2, 3, 4, 6, 7, 8, 9, 11, 12]",Which problem is similar 
2_Climate Change_9,18,False,"[[102, 202]]",1,10,"[0, 2, 3, 4, 6, 7, 8, 9, 11, 12]",Which problem is similar 
2_Climate Change_9,18,False,"[[102, 202]]",1,10,"[0, 2, 3, 4, 6, 7, 8, 9, 11, 12]",Which problem is similar 
2_Climate Change_10,2,False,"[[379, 428]]",1,3,"[8, 9, 11]",Where was there a climat
2_Climate Change_10,2,False,"[[379, 428]]",1,3,"[8, 9, 11]",Where was there a climat
2_Climate Change_10,2,False,"[[379, 428]]",1,3,"[8, 9, 11]",Where was there a climat
2_Climate Change_10,2,False,"[[379, 428]]",1,3,"[8, 9, 11]",Where was there a climat
2_Climate Change_10,2,False,"[[379, 428]]",1,3,"[8, 9, 11]",Where was there a climat
2_Climate Change_10,4,False,"[[477, 506]]",1,2,"[8, 9]",Who is in charge of trying to ma
2_Climate Change_10,4,False,"[[477, 506]]",1,2,"[8, 9]",Who is in charge of trying to ma
2_Climate Change_10,4,False,"[[477, 506]]",1,2,"[8, 9]",Who is in charge of trying to ma
2_Climate Change_10,4,False,"[[477, 506]]",1,2,"[8, 9]",Who is in charge of trying to ma
2_Climate Change_10,4,False,"[[477, 506]]",1,2,"[8, 9]",Who is in charge of trying to ma
2_Climate Change_10,5,False,"[[1063, 1080]]",1,4,"[8, 9, 6, 7]",How do polluting countries man
2_Climate Change_10,5,False,"[[1063, 1080]]",1,4,"[8, 9, 6, 7]",How do polluting countries man
2_Climate Change_10,5,False,"[[1063, 1080]]",1,4,"[8, 9, 6, 7]",How do polluting countries man
2_Climate Change_10,5,False,"[[1063, 1080]]",1,4,"[8, 9, 6, 7]",How do polluting countries man
2_Climate Change_10,5,False,"[[1063, 1080]]",1,4,"[8, 9, 6, 7]",How do polluting countries man
2_Climate Change_10,1,False,"[[2, 44]]",1,1,[8],Where did To
2_Climate Change_10,1,False,"[[2, 44]]",1,1,[8],Where did To
2_Climate Change_10,1,False,"[[2, 44]]",1,1,[8],Where did To
2_Climate Change_10,1,False,"[[2, 44]]",1,1,[8],Where did To
2_Climate Change_10,1,False,"[[2, 44]]",1,1,[8],Where did To
2_Climate Change_10,6,False,"[[2, 44]]",1,1,[8],Where did To
2_Climate Change_10,6,False,"[[2, 44]]",1,1,[8],Where did To
2_Climate Change_10,6,False,"[[2, 44]]",1,1,[8],Where did To
2_Climate Change_10,6,False,"[[2, 44]]",1,1,[8],Where did To
2_Climate Change_10,6,False,"[[2, 44]]",1,1,[8],Where did To
2_Climate Change_10,12,False,"[[2075, 2146]]",1,5,"[8, 9, 11, 12, 6]",What is supposed to f
2_Climate Change_10,12,False,"[[2075, 2146]]",1,5,"[8, 9, 11, 12, 6]",What is supposed to f
2_Climate Change_10,12,False,"[[2075, 2146]]",1,5,"[8, 9, 11, 12, 6]",What is supposed to f
2_Climate Change_10,12,False,"[[2075, 2146]]",1,5,"[8, 9, 11, 12, 6]",What is supposed to f
2_Climate Change_10,12,False,"[[2075, 2146]]",1,5,"[8, 9, 11, 12, 6]",What is supposed to f
2_Climate Change_11,4,False,"[[466, 519]]",1,5,"[8, 12, 11, 4, 6]",How can ozone depleti
2_Climate Change_11,4,False,"[[466, 519]]",1,5,"[8, 12, 11, 4, 6]",How can ozone depleti
2_Climate Change_11,4,False,"[[466, 519]]",1,5,"[8, 12, 11, 4, 6]",How can ozone depleti
2_Climate Change_11,4,False,"[[466, 519]]",1,5,"[8, 12, 11, 4, 6]",How can ozone depleti
2_Climate Change_11,4,False,"[[466, 519]]",1,5,"[8, 12, 11, 4, 6]",How can ozone depleti
2_Climate Change_11,11,False,"[[1877, 1908]]",1,2,"[8, 9]",What is the most important decision that m
2_Climate Change_11,11,False,"[[1877, 1908]]",1,2,"[8, 9]",What is the most important decision that m
2_Climate Change_11,11,False,"[[1877, 1908]]",1,2,"[8, 9]",What is the most important decision that m
2_Climate Change_11,11,False,"[[1877, 1908]]",1,2,"[8, 9]",What is the most important decision that m
2_Climate Change_11,11,False,"[[1877, 1908]]",1,2,"[8, 9]",What is the most important decision that m
2_Climate Change_11,16,False,"[[268, 298]]",1,2,"[8, 11]",Has the Montreal Protocol been efficient 
2_Climate Change_11,16,False,"[[268, 298]]",1,2,"[8, 11]",Has the Montreal Protocol been efficient 
2_Climate Change_11,16,False,"[[268, 298]]",1,2,"[8, 11]",Has the Montreal Protocol been efficient 
2_Climate Change_11,16,False,"[[268, 298]]",1,2,"[8, 11]",Has the Montreal Protocol been efficient 
2_Climate Change_11,16,False,"[[268, 298]]",1,2,"[8, 11]",Has the Montreal Protocol been efficient 
2_Climate Change_11,18,False,"[[2288, 2323]]",1,5,"[8, 9, 11, 6, 7]",What are the positive aspects of the
2_Climate Change_11,18,False,"[[2288, 2323]]",1,5,"[8, 9, 11, 6, 7]",What are the positive aspects of the
2_Climate Change_11,18,False,"[[2288, 2323]]",1,5,"[8, 9, 11, 6, 7]",What are the positive aspects of the
2_Climate Change_11,18,False,"[[2288, 2323]]",1,5,"[8, 9, 11, 6, 7]",What are the positive aspects of the
2_Climate Change_11,18,False,"[[2288, 2323]]",1,5,"[8, 9, 11, 6, 7]",What are the positive aspects of the
2_Climate Change_12,5,False,"[[219, 259]]",1,5,"[8, 9, 12, 6, 7]",Where was there a
2_Climate Change_12,5,False,"[[219, 259]]",1,5,"[8, 9, 12, 6, 7]",Where was there a
2_Climate Change_12,5,False,"[[219, 259]]",1,5,"[8, 9, 12, 6, 7]",Where was there a
2_Climate Change_12,5,False,"[[219, 259]]",1,5,"[8, 9, 12, 6, 7]",Where was there a
2_Climate Change_12,5,False,"[[219, 259]]",1,5,"[8, 9, 12, 6, 7]",Where was there a
2_Climate Change_12,6,False,"[[294, 307], [339, 369]]",2,3,"[8, 9, 6]",Why is petrol extraction a
2_Climate Change_12,6,False,"[[294, 307], [339, 369]]",2,3,"[8, 9, 6]",Why is petrol extraction a
2_Climate Change_12,6,False,"[[294, 307], [339, 369]]",2,3,"[8, 9, 6]",Why is petrol extraction a
2_Climate Change_12,6,False,"[[294, 307], [339, 369]]",2,3,"[8, 9, 6]",Why is petrol extraction a
2_Climate Change_12,6,False,"[[294, 307], [339, 369]]",2,3,"[8, 9, 6]",Why is petrol extraction a
2_Climate Change_12,10,False,"[[970, 1019]]",1,4,"[8, 9, 11, 6]",What was the reason for the
2_Climate Change_12,10,False,"[[970, 1019]]",1,4,"[8, 9, 11, 6]",What was the reason for the
2_Climate Change_12,10,False,"[[970, 1019]]",1,4,"[8, 9, 11, 6]",What was the reason for the
2_Climate Change_12,10,False,"[[970, 1019]]",1,4,"[8, 9, 11, 6]",What was the reason for the
2_Climate Change_12,10,False,"[[970, 1019]]",1,4,"[8, 9, 11, 6]",What was the reason for the
2_Climate Change_12,11,False,"[[970, 1019]]",1,4,"[8, 9, 11, 6]",What was the reason for the
2_Climate Change_12,11,False,"[[970, 1019]]",1,4,"[8, 9, 11, 6]",What was the reason for the
2_Climate Change_12,11,False,"[[970, 1019]]",1,4,"[8, 9, 11, 6]",What was the reason for the
2_Climate Change_12,11,False,"[[970, 1019]]",1,4,"[8, 9, 11, 6]",What was the reason for the
2_Climate Change_12,11,False,"[[970, 1019]]",1,4,"[8, 9, 11, 6]",What was the reason for the
2_Climate Change_12,10,False,"[[982, 1019], [970, 982]]",2,3,"[9, 11, 7]",What was the reason for the
2_Climate Change_12,10,False,"[[982, 1019], [970, 982]]",2,3,"[9, 11, 7]",What was the reason for the
2_Climate Change_12,10,False,"[[982, 1019], [970, 982]]",2,3,"[9, 11, 7]",What was the reason for the
2_Climate Change_12,10,False,"[[982, 1019], [970, 982]]",2,3,"[9, 11, 7]",What was the reason for the
2_Climate Change_12,10,False,"[[982, 1019], [970, 982]]",2,3,"[9, 11, 7]",What was the reason for the
2_Climate Change_12,11,False,"[[982, 1019], [970, 982]]",2,3,"[9, 11, 7]",What was the reason for the
2_Climate Change_12,11,False,"[[982, 1019], [970, 982]]",2,3,"[9, 11, 7]",What was the reason for the
2_Climate Change_12,11,False,"[[982, 1019], [970, 982]]",2,3,"[9, 11, 7]",What was the reason for the
2_Climate Change_12,11,False,"[[982, 1019], [970, 982]]",2,3,"[9, 11, 7]",What was the reason for the
2_Climate Change_12,11,False,"[[982, 1019], [970, 982]]",2,3,"[9, 11, 7]",What was the reason for the
2_Climate Change_12,14,False,"[[601, 643], [684, 699]]",2,4,"[0, 8, 6, 9]",What has been the reason behind the
2_Climate Change_12,14,False,"[[601, 643], [684, 699]]",2,4,"[0, 8, 6, 9]",What has been the reason behind the
2_Climate Change_12,14,False,"[[601, 643], [684, 699]]",2,4,"[0, 8, 6, 9]",What has been the reason behind the
2_Climate Change_12,14,False,"[[601, 643], [684, 699]]",2,4,"[0, 8, 6, 9]",What has been the reason behind the
2_Climate Change_12,14,False,"[[601, 643], [684, 699]]",2,4,"[0, 8, 6, 9]",What has been the reason behind the
2_Climate Change_12,15,False,"[[1343, 1377]]",1,3,"[8, 9, 4]",What advice has been given to the United S
2_Climate Change_12,15,False,"[[1343, 1377]]",1,3,"[8, 9, 4]",What advice has been given to the United S
2_Climate Change_12,15,False,"[[1343, 1377]]",1,3,"[8, 9, 4]",What advice has been given to the United S
2_Climate Change_12,15,False,"[[1343, 1377]]",1,3,"[8, 9, 4]",What advice has been given to the United S
2_Climate Change_12,15,False,"[[1343, 1377]]",1,3,"[8, 9, 4]",What advice has been given to the United S
1_AIDS_13,1,False,"[[91, 160]]",1,5,"[8, 9, 11, 12, 6]",What is the main objecti
1_AIDS_13,1,False,"[[91, 160]]",1,5,"[8, 9, 11, 12, 6]",What is the main objecti
1_AIDS_13,1,False,"[[91, 160]]",1,5,"[8, 9, 11, 12, 6]",What is the main objecti
1_AIDS_13,1,False,"[[91, 160]]",1,5,"[8, 9, 11, 12, 6]",What is the main objecti
1_AIDS_13,1,False,"[[91, 160]]",1,5,"[8, 9, 11, 12, 6]",What is the main objecti
1_AIDS_13,3,False,"[[87, 160]]",1,5,"[8, 9, 11, 12, 6]",Why is Randall Tobias supposed 
1_AIDS_13,3,False,"[[87, 160]]",1,5,"[8, 9, 11, 12, 6]",Why is Randall Tobias supposed 
1_AIDS_13,3,False,"[[87, 160]]",1,5,"[8, 9, 11, 12, 6]",Why is Randall Tobias supposed 
1_AIDS_13,3,False,"[[87, 160]]",1,5,"[8, 9, 11, 12, 6]",Why is Randall Tobias supposed 
1_AIDS_13,3,False,"[[87, 160]]",1,5,"[8, 9, 11, 12, 6]",Why is Randall Tobias supposed 
1_AIDS_13,13,False,"[[491, 514]]",1,2,"[8, 9]",What is Randall
1_AIDS_13,13,False,"[[491, 514]]",1,2,"[8, 9]",What is Randall
1_AIDS_13,13,False,"[[491, 514]]",1,2,"[8, 9]",What is Randall
1_AIDS_13,13,False,"[[491, 514]]",1,2,"[8, 9]",What is Randall
1_AIDS_13,13,False,"[[491, 514]]",1,2,"[8, 9]",What is Randall
1_AIDS_13,14,False,"[[491, 514]]",1,2,"[8, 9]",What is Randall
1_AIDS_13,14,False,"[[491, 514]]",1,2,"[8, 9]",What is Randall
1_AIDS_13,14,False,"[[491, 514]]",1,2,"[8, 9]",What is Randall
1_AIDS_13,14,False,"[[491, 514]]",1,2,"[8, 9]",What is Randall
1_AIDS_13,14,False,"[[491, 514]]",1,2,"[8, 9]",What is Randall
1_AIDS_13,18,False,"[[377, 442]]",1,4,"[8, 9, 11, 12]",What are activists
1_AIDS_13,18,False,"[[377, 442]]",1,4,"[8, 9, 11, 12]",What are activists
1_AIDS_13,18,False,"[[377, 442]]",1,4,"[8, 9, 11, 12]",What are activists
1_AIDS_13,18,False,"[[377, 442]]",1,4,"[8, 9, 11, 12]",What are activists
1_AIDS_13,18,False,"[[377, 442]]",1,4,"[8, 9, 11, 12]",What are activists
1_AIDS_14,1,False,"[[347, 380]]",1,3,"[8, 9, 12]",What is the main difference betwe
1_AIDS_14,1,False,"[[347, 380]]",1,3,"[8, 9, 12]",What is the main difference betwe
1_AIDS_14,1,False,"[[347, 380]]",1,3,"[8, 9, 12]",What is the main difference betwe
1_AIDS_14,1,False,"[[347, 380]]",1,3,"[8, 9, 12]",What is the main difference betwe
1_AIDS_14,1,False,"[[347, 380]]",1,3,"[8, 9, 12]",What is the main difference betwe
1_AIDS_14,3,False,"[[61, 87]]",1,3,"[8, 1, 9]",How many American
1_AIDS_14,3,False,"[[61, 87]]",1,3,"[8, 1, 9]",How many American
1_AIDS_14,3,False,"[[61, 87]]",1,3,"[8, 1, 9]",How many American
1_AIDS_14,3,False,"[[61, 87]]",1,3,"[8, 1, 9]",How many American
1_AIDS_14,3,False,"[[61, 87]]",1,3,"[8, 1, 9]",How many American
1_AIDS_14,5,False,"[[979, 1002]]",1,3,"[8, 9, 6]",How can AIDS in the United State
1_AIDS_14,5,False,"[[979, 1002]]",1,3,"[8, 9, 6]",How can AIDS in the United State
1_AIDS_14,5,False,"[[979, 1002]]",1,3,"[8, 9, 6]",How can AIDS in the United State
1_AIDS_14,5,False,"[[979, 1002]]",1,3,"[8, 9, 6]",How can AIDS in the United State
1_AIDS_14,5,False,"[[979, 1002]]",1,3,"[8, 9, 6]",How can AIDS in the United State
1_AIDS_14,6,False,"[[959, 979]]",1,4,"[8, 9, 11, 7]",What is PEPF
1_AIDS_14,6,False,"[[959, 979]]",1,4,"[8, 9, 11, 7]",What is PEPF
1_AIDS_14,6,False,"[[959, 979]]",1,4,"[8, 9, 11, 7]",What is PEPF
1_AIDS_14,6,False,"[[959, 979]]",1,4,"[8, 9, 11, 7]",What is PEPF
1_AIDS_14,6,False,"[[959, 979]]",1,4,"[8, 9, 11, 7]",What is PEPF
1_AIDS_14,8,False,"[[151, 196]]",1,4,"[8, 1, 3, 9]",When were the first cases of AIDS r
1_AIDS_14,8,False,"[[151, 196]]",1,4,"[8, 1, 3, 9]",When were the first cases of AIDS r
1_AIDS_14,8,False,"[[151, 196]]",1,4,"[8, 1, 3, 9]",When were the first cases of AIDS r
1_AIDS_14,8,False,"[[151, 196]]",1,4,"[8, 1, 3, 9]",When were the first cases of AIDS r
1_AIDS_14,8,False,"[[151, 196]]",1,4,"[8, 1, 3, 9]",When were the first cases of AIDS r
1_AIDS_14,9,False,"[[151, 196]]",1,4,"[8, 1, 3, 9]",When were the first cases of AIDS r
1_AIDS_14,9,False,"[[151, 196]]",1,4,"[8, 1, 3, 9]",When were the first cases of AIDS r
1_AIDS_14,9,False,"[[151, 196]]",1,4,"[8, 1, 3, 9]",When were the first cases of AIDS r
1_AIDS_14,9,False,"[[151, 196]]",1,4,"[8, 1, 3, 9]",When were the first cases of AIDS r
1_AIDS_14,9,False,"[[151, 196]]",1,4,"[8, 1, 3, 9]",When were the first cases of AIDS r
1_AIDS_14,10,True,"[[674, 704]]",1,0,[14],"According to the text, which country r"
1_AIDS_14,10,True,"[[674, 704]]",1,0,[14],"According to the text, which country r"
1_AIDS_14,10,True,"[[674, 704]]",1,0,[14],"According to the text, which country r"
1_AIDS_14,10,True,"[[674, 704]]",1,0,[14],"According to the text, which country r"
1_AIDS_14,10,True,"[[674, 704]]",1,0,[14],"According to the text, which country r"
1_AIDS_15,2,False,"[[644, 663]]",1,6,"[2, 6, 7, 8, 9, 12]",Name one consequenc
1_AIDS_15,2,False,"[[644, 663]]",1,6,"[2, 6, 7, 8, 9, 12]",Name one consequenc
1_AIDS_15,2,False,"[[644, 663]]",1,6,"[2, 6, 7, 8, 9, 12]",Name one consequenc
1_AIDS_15,2,False,"[[644, 663]]",1,6,"[2, 6, 7, 8, 9, 12]",Name one consequenc
1_AIDS_15,2,False,"[[644, 663]]",1,6,"[2, 6, 7, 8, 9, 12]",Name one consequenc
1_AIDS_15,3,False,"[[311, 329]]",1,3,"[8, 9, 7]",What is the policy of the first American 
1_AIDS_15,3,False,"[[311, 329]]",1,3,"[8, 9, 7]",What is the policy of the first American 
1_AIDS_15,3,False,"[[311, 329]]",1,3,"[8, 9, 7]",What is the policy of the first American 
1_AIDS_15,3,False,"[[311, 329]]",1,3,"[8, 9, 7]",What is the policy of the first American 
1_AIDS_15,3,False,"[[311, 329]]",1,3,"[8, 9, 7]",What is the policy of the first American 
1_AIDS_15,5,False,"[[311, 329]]",1,1,[8],What is Bill C
1_AIDS_15,5,False,"[[311, 329]]",1,1,[8],What is Bill C
1_AIDS_15,5,False,"[[311, 329]]",1,1,[8],What is Bill C
1_AIDS_15,5,False,"[[311, 329]]",1,1,[8],What is Bill C
1_AIDS_15,5,False,"[[311, 329]]",1,1,[8],What is Bill C
1_AIDS_15,6,False,"[[329, 350]]",1,1,[8],What are countries of t
1_AIDS_15,6,False,"[[329, 350]]",1,1,[8],What are countries of t
1_AIDS_15,6,False,"[[329, 350]]",1,1,[8],What are countries of t
1_AIDS_15,6,False,"[[329, 350]]",1,1,[8],What are countries of t
1_AIDS_15,6,False,"[[329, 350]]",1,1,[8],What are countries of t
1_AIDS_15,7,False,"[[380, 424]]",1,3,"[8, 9, 6]",Why is abstinence not enoug
1_AIDS_15,7,False,"[[380, 424]]",1,3,"[8, 9, 6]",Why is abstinence not enoug
1_AIDS_15,7,False,"[[380, 424]]",1,3,"[8, 9, 6]",Why is abstinence not enoug
1_AIDS_15,7,False,"[[380, 424]]",1,3,"[8, 9, 6]",Why is abstinence not enoug
1_AIDS_15,7,False,"[[380, 424]]",1,3,"[8, 9, 6]",Why is abstinence not enoug
1_AIDS_15,8,False,"[[350, 373]]",1,3,"[8, 9, 6]",Why does AIDS policy go han
1_AIDS_15,8,False,"[[350, 373]]",1,3,"[8, 9, 6]",Why does AIDS policy go han
1_AIDS_15,8,False,"[[350, 373]]",1,3,"[8, 9, 6]",Why does AIDS policy go han
1_AIDS_15,8,False,"[[350, 373]]",1,3,"[8, 9, 6]",Why does AIDS policy go han
